Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
1/13/1986,117.93,149.15,213.73,135.97,107.46,180.88,33.58,45.7,117.93,0.22,114.24,16.64,117.4,85.96,#N/A,#N/A,88.34,149.15,#N/A,117.93,47.16,45.7,107.46,104.07
1/14/1986,118.49,149.06,212.74,136.85,108.2,180.26,34.08,46,118.49,0.22,115.15,16.75,118.33,86.52,#N/A,#N/A,88.91,149.06,#N/A,118.49,47.4,46,108.2,105.01
1/15/1986,120.48,151.23,216.1,139.02,110.17,182.65,34.61,46.73,120.48,0.22,117,17.01,120.2,87.89,#N/A,#N/A,90.32,151.23,#N/A,120.48,47.83,46.73,110.17,106.22
1/16/1986,126.13,158.67,226.2,145.88,115.37,191.35,36.33,49.03,126.13,0.23,122.78,17.86,126.17,92.23,#N/A,#N/A,94.78,158.67,#N/A,126.13,49.33,49.03,115.37,110.89
1/17/1986,122.52,153.95,212.08,141.8,107.92,180.01,33.91,46.01,122.52,0.22,115.17,16.76,118.35,86.55,#N/A,#N/A,88.94,153.95,#N/A,122.52,46.28,46.01,107.92,103.87
1/20/1986,121.96,153.75,218.84,143.35,111.26,186.15,35.18,48.18,121.96,0.23,118.69,17.43,121.97,89.16,#N/A,#N/A,91.77,153.75,#N/A,121.96,47.7,48.18,111.26,107.45
1/21/1986,123.87,155.37,222.24,146.48,113.75,187.97,36.16,49.23,123.87,0.24,120.94,17.81,124.27,91.1,#N/A,#N/A,93.77,155.37,#N/A,123.87,48.14,49.23,113.75,109.3
1/22/1986,122.65,153.17,219.11,146.34,112.15,185.39,36.12,49.19,122.65,0.24,119.96,17.79,123.26,91.02,#N/A,#N/A,93.68,153.17,#N/A,122.65,47.68,49.19,112.15,106.18
1/23/1986,121.72,152.22,217.84,146.27,110.87,183.86,35.61,49.16,121.72,0.24,117.74,17.78,120.95,90.97,#N/A,#N/A,93.64,152.22,#N/A,121.72,46.99,49.16,110.87,104.62
1/24/1986,123,152.12,212.9,146.81,112.72,182.53,35.72,49.15,123,0.24,118.79,17.78,122.08,90.95,#N/A,#N/A,93.61,152.12,#N/A,123,46.93,49.15,112.72,105.5
1/27/1986,124.53,152.64,216,148.9,114.12,184.4,35.7,48.16,124.53,0.23,120.64,17.6,123.96,89.31,#N/A,#N/A,92.4,152.64,#N/A,124.53,46.93,48.16,114.12,106.5
1/28/1986,122.65,150.28,212.65,144.73,113.18,181.45,35.6,46.81,122.65,0.23,118.93,17.11,122.25,86.81,#N/A,#N/A,89.81,150.28,#N/A,122.65,47.76,46.81,113.18,105.84
1/29/1986,122.74,149.77,211.03,145.61,113.1,180.64,35.57,47.1,122.74,0.23,119.47,17.21,122.74,87.34,#N/A,#N/A,90.36,149.77,#N/A,122.74,47.76,47.1,113.1,105.38
1/30/1986,124.39,151.75,213.61,147.25,115.53,183.48,35.78,47.63,124.39,0.23,121.44,17.41,124.8,88.32,#N/A,#N/A,91.38,151.75,#N/A,124.39,48.4,47.63,115.53,106.96
1/31/1986,121.79,148.56,208.22,143.4,112.57,179.78,35.4,46.38,121.79,0.22,117.49,16.95,120.71,86.01,#N/A,#N/A,88.99,148.56,#N/A,121.79,47.23,46.38,112.57,104.55
2/3/1986,120.67,147.76,204.86,144.81,112.47,178.82,34.8,47.86,120.67,0.23,117.67,17.15,120.89,87.17,#N/A,#N/A,90.78,147.76,#N/A,120.67,46.01,47.86,112.47,104.99
2/4/1986,117.65,145.1,200.35,142.16,110.61,174.99,34.78,46.99,117.65,0.23,114.38,16.84,117.53,85.57,#N/A,#N/A,89.12,145.1,#N/A,117.65,43.52,46.99,110.61,104.08
2/5/1986,117.2,142.89,198.06,140.13,108.9,172.01,34.05,46.32,117.2,0.22,114.17,16.6,117.29,84.35,#N/A,#N/A,87.85,142.89,#N/A,117.2,41.96,46.32,108.9,103.56
2/6/1986,117.13,142.88,197.81,139.3,107.33,172.63,34.26,46.04,117.13,0.22,113.9,16.5,117.01,83.85,#N/A,#N/A,87.33,142.88,#N/A,117.13,42.72,46.04,107.33,102.17
2/7/1986,117.16,143.68,198.19,139.29,107.15,173.13,34.27,46.05,117.16,0.22,113.86,16.5,117.23,83.86,#N/A,#N/A,87.34,143.68,#N/A,117.16,42.37,46.05,107.15,103.44
2/10/1986,118.19,143.95,197.1,139.61,107.56,172.56,34.39,45.05,118.19,0.22,114.87,16.67,118.05,85.67,#N/A,#N/A,86.5,143.95,#N/A,118.19,43.77,45.05,107.56,104.21
2/11/1986,116.68,141.55,193.76,137.49,105.98,168.3,34.23,44.37,116.68,0.22,113.65,16.41,116.83,84.37,#N/A,#N/A,85.2,141.55,#N/A,116.68,42.81,44.37,105.98,103.66
2/12/1986,117.18,141.67,193.86,138.08,106.63,167.97,34.14,44.56,117.18,0.22,114.43,16.49,117.55,84.74,#N/A,#N/A,85.57,141.67,#N/A,117.18,42.54,44.56,106.63,105.1
2/13/1986,116.05,139.47,187.37,136.17,105.98,164.31,33.97,43.94,116.05,0.21,112.71,16.26,115.81,83.57,#N/A,#N/A,84.38,139.47,#N/A,116.05,41.45,43.94,105.98,102.91
2/14/1986,115.13,138.05,189.02,135.09,106.55,165.91,34.24,44.37,115.13,0.22,113.87,16.42,117.23,84.38,#N/A,#N/A,85.2,138.05,#N/A,115.13,41.74,44.37,106.55,102.45
2/17/1986,115.71,138.29,187.22,135.52,106.55,164.27,33.95,45,115.71,0.22,114.01,16.56,117.15,84.12,#N/A,#N/A,86.41,138.29,#N/A,115.71,41.3,45,106.55,102.72
2/18/1986,117.18,140.31,188.06,136.53,106.58,165.35,33.82,44.77,117.18,0.22,114.12,16.48,117.26,83.68,#N/A,#N/A,85.96,140.31,#N/A,117.18,41.2,44.77,106.58,102.08
2/19/1986,118.62,139.19,188.5,136.07,108.12,164.63,34.06,44.61,118.62,0.22,116.29,16.42,119.44,83.39,#N/A,#N/A,85.67,139.19,#N/A,118.62,40.84,44.61,108.12,102.49
2/20/1986,117.13,138.02,187.9,134.22,106.03,163.57,33.66,44.01,117.13,0.21,114.24,16.2,117.35,82.26,#N/A,#N/A,84.5,138.02,#N/A,117.13,40.41,44.01,106.03,102.08
2/21/1986,117.44,138.68,186.72,135.04,104,162.18,33.43,43.4,117.44,0.21,112.16,15.97,115.19,81.12,#N/A,#N/A,83.33,138.68,#N/A,117.44,39.17,43.4,104,100.28
2/24/1986,118.76,138.69,191.9,135.02,107.13,164.4,34.03,45.49,118.76,0.22,115.46,16.81,118.61,84.71,#N/A,#N/A,86.71,138.69,#N/A,118.76,40.19,45.49,107.13,103.24
2/25/1986,122.45,140.73,196.19,136.5,110.96,167.99,34.91,45.99,122.45,0.22,119.22,17,122.45,85.64,#N/A,#N/A,87.66,140.73,#N/A,122.45,41.2,45.99,110.96,106.13
2/26/1986,120.14,137.04,192.83,134.28,109.08,164.39,34.22,45.25,120.14,0.22,117.11,16.72,120.22,84.25,#N/A,#N/A,86.24,137.04,#N/A,120.14,40.38,45.25,109.08,104.01
2/27/1986,117.06,133.19,187.02,131.33,107.13,159.88,33.35,44.25,117.06,0.22,114.33,16.35,117.31,82.4,#N/A,#N/A,84.34,133.19,#N/A,117.06,39.69,44.25,107.13,103.16
2/28/1986,117.49,134.09,187.85,135.1,108.67,161.49,34.12,45.51,117.49,0.22,115.45,16.82,118.49,84.75,#N/A,#N/A,86.75,134.09,#N/A,117.49,39.97,45.51,108.67,103.83
3/3/1986,116.61,132.49,185.68,134.54,108.03,159.38,33.3,46.46,116.61,0.22,113.18,16.49,116.29,83.68,#N/A,#N/A,85.81,132.49,#N/A,116.61,39.18,46.46,108.03,102.38
3/4/1986,117.15,131.9,185.9,133.18,108.43,159.49,33.48,45.98,117.15,0.22,114.19,16.32,117.34,82.82,#N/A,#N/A,84.93,131.9,#N/A,117.15,39.36,45.98,108.43,102.85
3/5/1986,118.66,136.96,190.9,135.97,109.04,165.11,34.43,46.95,118.66,0.23,115.82,16.67,118.97,84.57,#N/A,#N/A,86.72,136.96,#N/A,118.66,40.23,46.95,109.04,104.12
3/6/1986,119.7,137.39,190.33,136.6,110.27,165.42,34.5,47.16,119.7,0.23,116.41,16.74,119.54,84.96,#N/A,#N/A,87.12,137.39,#N/A,119.7,40.48,47.16,110.27,104.65
3/7/1986,119.3,136.56,186.95,136.52,107.62,162.06,33.8,46.42,119.3,0.22,115.18,16.48,118.15,83.61,#N/A,#N/A,85.74,136.56,#N/A,119.3,40.03,46.42,107.62,102.81
3/10/1986,118.22,137.69,189.37,136.17,107.45,166.7,33.7,46.1,118.22,0.23,114.97,16.85,118.01,85.14,#N/A,#N/A,87.49,137.69,#N/A,118.22,39.81,46.1,107.45,102.82
3/11/1986,119.15,137.98,189.89,136.15,108.63,166.67,33.96,46.09,119.15,0.23,116.34,16.85,119.3,85.13,#N/A,#N/A,87.48,137.98,#N/A,119.15,39.89,46.09,108.63,103.6
3/12/1986,119.48,139.39,190.88,135.46,108.81,168.17,34.5,45.85,119.48,0.23,116.95,16.76,119.98,84.68,#N/A,#N/A,87.02,139.39,#N/A,119.48,40.42,45.85,108.81,104.51
3/13/1986,121.47,142.42,193.69,138.48,110.44,170.88,35.21,46.88,121.47,0.23,118.33,17.14,121.35,86.59,#N/A,#N/A,88.97,142.42,#N/A,121.47,41.07,46.88,110.44,105.6
3/14/1986,120.92,139.91,187.08,137.42,108.26,165.21,34.51,45.89,120.92,0.23,116.44,16.78,119.37,84.76,#N/A,#N/A,87.1,139.91,#N/A,120.92,40.5,45.89,108.26,104.07
3/17/1986,121.58,139.68,189.26,138.08,109.99,166.76,34.86,47.25,121.58,0.25,118.53,17.16,121.69,87.32,#N/A,#N/A,89.57,139.68,#N/A,121.58,41.52,47.25,109.99,105.58
3/18/1986,122.01,140.23,189.22,137.4,110.2,167.27,34.88,47.01,122.01,0.25,118.04,17.07,121.23,86.87,#N/A,#N/A,89.12,140.23,#N/A,122.01,41.24,47.01,110.2,104.08
3/19/1986,120.48,139.19,189.08,135.45,108.89,166.25,34.64,46.35,120.48,0.24,117.64,16.83,120.14,85.65,#N/A,#N/A,87.86,139.19,#N/A,120.48,41.71,46.35,108.89,103.49
3/20/1986,121.84,140.09,190.39,136.14,109.43,167.08,35.04,46.58,121.84,0.25,118.49,16.92,121.81,86.08,#N/A,#N/A,88.3,140.09,#N/A,121.84,43.12,46.58,109.43,104.79
3/21/1986,122.62,140.39,190.95,134.98,111.17,167.15,34.84,46.18,122.62,0.24,118.67,16.78,121.93,85.36,#N/A,#N/A,87.56,140.39,#N/A,122.62,43.16,46.18,111.17,104.82
3/24/1986,121.68,142.06,192.92,135.97,111.06,169.89,34.62,46.15,121.68,0.25,118.4,17.28,121.66,87.73,#N/A,#N/A,91.11,142.06,#N/A,121.68,43.19,46.15,111.06,103.95
3/25/1986,122.22,145.86,195.28,139.09,111.52,174.38,35.32,47.2,122.22,0.26,119.06,17.67,122.38,89.73,#N/A,#N/A,93.19,145.86,#N/A,122.22,44.86,47.2,111.52,103.89
3/26/1986,119.63,142.35,190.72,134.94,109.22,170.18,34.39,45.79,119.63,0.25,116.24,17.14,119.43,87.06,#N/A,#N/A,90.41,142.35,#N/A,119.63,43.23,45.79,109.22,102.54
3/27/1986,119.53,142,190.11,134.01,108.6,169.47,34.12,46.13,119.53,0.25,115.95,16.93,118.6,85.57,#N/A,#N/A,87.62,142,#N/A,119.53,42.58,46.13,108.6,102.71
3/28/1986,119.53,142,190.11,134.01,108.6,169.47,34.12,46.13,119.53,0.25,115.95,16.93,119.17,85.57,#N/A,#N/A,87.62,142,#N/A,119.53,42.58,46.13,108.6,102.71
3/31/1986,119.53,142,190.11,134.01,108.6,169.47,34.12,46.13,119.53,0.25,115.95,16.93,119.17,85.57,#N/A,#N/A,87.62,142,#N/A,119.53,42.58,46.13,108.6,102.71
4/1/1986,115.74,137.73,182.52,130.87,104.77,164.07,33.71,45.04,115.74,0.24,112.33,16.53,115.3,83.56,#N/A,#N/A,85.57,137.73,#N/A,115.74,41.84,45.04,104.77,97.7
4/2/1986,116.57,141.02,185.59,131.81,105.65,168.28,33.89,45.37,116.57,0.24,112.9,16.65,116.32,84.16,#N/A,#N/A,86.18,141.02,#N/A,116.57,42.38,45.37,105.65,99.18
4/3/1986,116.31,142.12,185.3,132.73,105.51,169.02,34.26,45.69,116.31,0.24,113.35,16.76,116.48,84.75,#N/A,#N/A,86.79,142.12,#N/A,116.31,42.5,45.69,105.51,100.1
4/4/1986,116.23,144,185.55,133.55,105.01,168.74,34.34,45.97,116.23,0.25,113.14,16.87,116.15,85.27,#N/A,#N/A,87.32,144,#N/A,116.23,41.26,45.97,105.01,99.38
4/7/1986,117.32,144.59,189.97,133.93,105.5,171.84,34.09,45.49,117.32,0.25,113.72,16.56,116.87,84.39,#N/A,#N/A,86.23,144.59,#N/A,117.32,41.44,45.49,105.5,100.32
4/8/1986,117.93,142.17,188.11,133.48,106.36,169.53,34.77,45.34,117.93,0.25,115.33,16.51,118.47,84.12,#N/A,#N/A,85.95,142.17,#N/A,117.93,40.91,45.34,106.36,100.85
4/9/1986,117.39,141.13,187.16,133.32,105.55,166.68,34.5,45.28,117.39,0.25,113.94,16.48,117.06,84.01,#N/A,#N/A,85.83,141.13,#N/A,117.39,40.76,45.28,105.55,100.16
4/10/1986,117.34,141.08,186.48,133.31,105.96,166.71,34.6,45.29,117.34,0.25,114.11,16.49,117.28,84.03,#N/A,#N/A,85.85,141.08,#N/A,117.34,41,45.29,105.96,100.77
4/11/1986,118.82,141.19,183.72,134.02,105.81,162.79,34.21,44.54,118.82,0.24,113.35,16.21,116.51,82.63,#N/A,#N/A,84.42,141.19,#N/A,118.82,39.74,44.54,105.81,99.79
4/14/1986,118.69,141.38,188.22,133.3,108.03,166.83,34.5,45.74,118.69,0.25,115.25,16.72,118.46,85.88,#N/A,#N/A,84.05,141.38,#N/A,118.69,40.67,45.74,108.03,101.48
4/15/1986,118.75,141.51,187.6,133.49,107.55,167.21,34.87,45.81,118.75,0.25,115.53,16.75,118.74,86.01,#N/A,#N/A,84.17,141.51,#N/A,118.75,40.91,45.81,107.55,101.92
4/16/1986,117.79,136.77,184.5,130.18,106.56,161.78,34.16,44.67,117.79,0.24,114.67,16.33,117.82,83.87,#N/A,#N/A,82.08,136.77,#N/A,117.79,40.14,44.67,106.56,101.05
4/17/1986,118.1,135.67,183.89,128.89,106.77,159.48,34.07,44.23,118.1,0.24,114.4,16.17,117.56,83.05,#N/A,#N/A,81.27,135.67,#N/A,118.1,40.04,44.23,106.77,100.28
4/18/1986,119.09,136.59,183.45,130.49,106.96,161.05,34.28,44.67,119.09,0.24,115.37,16.33,118.57,83.86,#N/A,#N/A,82.07,136.59,#N/A,119.09,40.25,44.67,106.96,101.47
4/21/1986,118.62,135.28,180.9,130.58,107.39,159.7,34.29,46.21,118.62,0.25,115.25,16.77,118.22,85.45,#N/A,#N/A,87.68,135.28,#N/A,118.62,40.14,46.21,107.39,100.15
4/22/1986,119.56,135.71,180.1,131.39,108.07,160.41,34.83,46.5,119.56,0.25,116.59,16.87,120.02,85.98,#N/A,#N/A,88.23,135.71,#N/A,119.56,40.83,46.5,108.07,100.89
4/23/1986,120.29,136.19,180.04,131.33,109.27,160.65,34.79,46.49,120.29,0.25,117.17,16.86,120.42,85.95,#N/A,#N/A,88.2,136.19,#N/A,120.29,41.31,46.49,109.27,101.15
4/24/1986,119.79,136.17,179.3,129.8,108.11,160.31,34.56,45.94,119.79,0.25,116.57,16.67,119.79,84.94,#N/A,#N/A,87.16,136.17,#N/A,119.79,41.89,45.94,108.11,100.57
4/25/1986,119.68,134.9,178.31,129.47,107.87,158.76,34.48,45.82,119.68,0.25,115.56,16.62,118.9,84.71,#N/A,#N/A,86.93,134.9,#N/A,119.68,41.32,45.82,107.87,99.76
4/28/1986,119.23,133.3,176.65,127.53,106.78,156.96,33.54,45.13,119.23,0.24,115.36,16.84,118.55,84.37,#N/A,#N/A,87.61,133.3,#N/A,119.23,41.3,45.13,106.78,98.43
4/29/1986,118.99,133.64,176.97,127.52,106.82,157.62,34.28,45.13,118.99,0.24,115.84,16.84,119,84.36,#N/A,#N/A,87.6,133.64,#N/A,118.99,41.61,45.13,106.82,98.64
4/30/1986,120.14,134.5,177.68,128.87,107.46,158.47,34.39,45.61,120.14,0.25,116.99,17.02,120.22,85.27,#N/A,#N/A,88.54,134.5,#N/A,120.14,42.05,45.61,107.46,99.49
5/1/1986,119.91,136.42,180.36,130.44,107.49,160.96,34.74,46.17,119.91,0.25,116.81,17.23,120.02,86.31,#N/A,#N/A,89.62,136.42,#N/A,119.91,42.26,46.17,107.49,100.06
5/2/1986,118.69,135.48,178.54,129.75,106.67,160.12,34.3,45.62,118.69,0.25,115.89,17.04,119.11,84.99,#N/A,#N/A,87.08,135.48,#N/A,118.69,41.92,45.62,106.67,99.28
5/5/1986,118.69,135.48,178.54,129.75,106.67,160.12,34.3,45.62,118.69,0.25,115.89,17.04,119.11,84.99,#N/A,#N/A,87.08,135.48,#N/A,118.69,41.92,45.62,106.67,99.28
5/6/1986,118.28,134.92,174.3,128.28,106.29,158.87,34.23,45.1,118.28,0.25,115.07,16.85,118.28,84.03,#N/A,#N/A,86.09,134.92,#N/A,118.28,42.06,45.1,106.29,98.45
5/7/1986,118.99,135.12,174.19,128.47,106.74,158.65,34.44,45.16,118.99,0.25,115.46,16.87,118.63,84.14,#N/A,#N/A,86.2,135.12,#N/A,118.99,42.72,45.16,106.74,98.61
5/8/1986,119.96,134.96,173.97,129.44,107.53,158.45,34.54,45.5,119.96,0.25,117.47,17,120.71,84.79,#N/A,#N/A,86.86,134.96,#N/A,119.96,43.14,45.5,107.53,99.44
5/9/1986,120,135.01,172.56,129.56,107.66,158.01,34.9,45.54,120,0.25,116.65,17.01,119.86,84.85,#N/A,#N/A,86.93,135.01,#N/A,120,42.76,45.54,107.66,98.68
5/12/1986,119.94,134.76,171.29,129.08,107.81,157.48,34.51,46.18,119.94,0.25,116.72,16.98,119.91,85.1,#N/A,#N/A,87.9,134.76,#N/A,119.94,42.99,46.18,107.81,98.67
5/13/1986,119.42,135.5,172.34,129.49,107.41,158.68,34.89,46.32,119.42,0.25,116.3,17.03,119.62,85.37,#N/A,#N/A,88.17,135.5,#N/A,119.42,43.36,46.32,107.41,100.79
5/14/1986,118.99,134.38,172.3,128.6,106.59,157.4,34.38,45.99,118.99,0.25,115.4,16.91,118.59,84.76,#N/A,#N/A,87.54,134.38,#N/A,118.99,43.6,45.99,106.59,103.22
5/15/1986,118.83,134.91,172.43,128.8,106.47,158.1,34.63,46.07,118.83,0.25,116.01,16.94,119.19,84.9,#N/A,#N/A,87.69,134.91,#N/A,118.83,43.81,46.07,106.47,101.85
5/16/1986,119.18,136.18,175.05,129.98,106.66,159.69,34.82,46.49,119.18,0.25,115.91,17.09,119.07,85.68,#N/A,#N/A,88.5,136.18,#N/A,119.18,43.99,46.49,106.66,101.18
5/19/1986,118.42,136.14,177.34,129.79,106.54,161.03,34.73,45.82,118.42,0.25,116.13,16.86,119.33,85.76,#N/A,#N/A,87.51,136.14,#N/A,118.42,44.02,45.82,106.54,100.28
5/20/1986,117.69,136.26,176,129.07,105.14,160.22,34.59,45.43,117.69,0.25,115.1,16.71,117.96,85.03,#N/A,#N/A,86.76,136.26,#N/A,117.69,45.43,45.43,105.14,99.99
5/21/1986,117.76,136.39,176.17,129.15,104.76,159.94,34.56,45.43,117.76,0.25,114.57,16.71,117.69,85.03,#N/A,#N/A,86.76,136.39,#N/A,117.76,45.33,45.43,104.76,100.25
5/22/1986,118.29,139.26,177.54,131.83,104.97,162.82,35.18,46.37,118.29,0.26,115.88,17.06,119.02,86.79,#N/A,#N/A,88.56,139.26,#N/A,118.29,46.15,46.37,104.97,102.44
5/23/1986,118.52,139.34,178.22,131.81,105.45,162.66,34.49,46.24,118.52,0.25,114.6,16.76,117.77,85.04,#N/A,#N/A,87.26,139.34,#N/A,118.52,45.24,46.24,105.45,100.87
5/26/1986,118.52,139.34,178.22,131.81,105.45,162.66,34.49,46.24,118.52,0.25,114.6,16.76,117.77,85.04,#N/A,#N/A,87.26,139.34,#N/A,118.52,45.24,46.24,105.45,100.87
5/27/1986,118.66,139.41,178.12,131.09,105.9,162.46,35.11,45.99,118.66,0.25,114.67,16.67,117.77,84.57,#N/A,#N/A,86.78,139.41,#N/A,118.66,46.45,45.99,105.9,100.34
5/28/1986,119.44,140.69,178.89,132.31,107.87,163.67,35.51,46.42,119.44,0.25,116.66,16.82,119.84,85.35,#N/A,#N/A,87.59,140.69,#N/A,119.44,47.2,46.42,107.87,101.8
5/29/1986,119.08,141.76,181.22,132.83,106.96,165.39,35.32,46.61,119.08,0.26,116.29,16.89,119.46,85.7,#N/A,#N/A,87.95,141.76,#N/A,119.08,47.23,46.61,106.96,101.89
5/30/1986,119.25,143.2,184.51,134.74,107.11,167.75,35.69,47.27,119.25,0.26,116.08,17.13,119.18,86.92,#N/A,#N/A,89.2,143.2,#N/A,119.25,47.57,47.27,107.11,102.7
6/2/1986,118.78,142.54,182.55,134.08,106.34,165.33,35.34,46.07,118.78,0.26,117.88,16.69,117.92,84.43,#N/A,#N/A,87.05,142.54,#N/A,118.78,47.86,46.07,106.34,101.77
6/3/1986,118.9,139.78,180.89,132.46,107.75,162.61,35.42,45.92,118.9,0.26,118.91,16.64,118.91,84.15,#N/A,#N/A,86.76,139.78,#N/A,118.9,48.89,45.92,107.75,104.22
6/4/1986,118.4,139.35,179.89,132.79,107.32,162.41,35.37,46.02,118.4,0.26,118.72,16.67,118.68,84.35,#N/A,#N/A,86.96,139.35,#N/A,118.4,50.29,46.02,107.32,103.94
6/5/1986,118.75,137.48,177.68,132.06,107.54,159.36,35.18,45.77,118.75,0.26,117.95,16.58,118.1,83.89,#N/A,#N/A,86.49,137.48,#N/A,118.75,50.01,45.77,107.54,105.14
6/6/1986,118.71,136.82,176.37,131.24,107.88,158.91,35.02,45.48,118.71,0.25,118.77,16.48,118.92,83.35,#N/A,#N/A,85.93,136.82,#N/A,118.71,50.7,45.48,107.88,103.68
6/9/1986,118.76,137.37,176.77,131.91,107.82,159.46,34.98,45.72,118.76,0.25,118.83,16.9,119.67,85.75,#N/A,#N/A,88.29,137.37,#N/A,118.76,51.82,45.72,107.82,104.03
6/10/1986,120.81,138.71,178.71,132.42,109.29,160.67,35.27,45.9,120.81,0.25,120.66,16.96,120.72,86.09,#N/A,#N/A,88.65,138.71,#N/A,120.81,53.31,45.9,109.29,106
6/11/1986,120.71,138.2,178.06,131.57,109.15,160.63,35.31,45.6,120.71,0.25,121.06,16.85,121.22,85.53,#N/A,#N/A,88.06,138.2,#N/A,120.71,55.3,45.6,109.15,107.51
6/12/1986,121.04,138.45,177.88,132.23,109.55,160.83,35.55,45.82,121.04,0.25,121.48,16.93,121.52,85.95,#N/A,#N/A,88.5,138.45,#N/A,121.04,56.72,45.82,109.55,108.27
6/13/1986,120.29,137.53,173.94,131.28,106.93,157.3,35.03,44.9,120.29,0.25,118.6,16.59,118.62,84.21,#N/A,#N/A,86.71,137.53,#N/A,120.29,54.28,44.9,106.93,104.51
6/16/1986,117.89,134.35,172.99,128.84,106.41,155.88,34.26,45.53,117.89,0.25,118.12,16.5,118.27,84.71,#N/A,#N/A,87.12,134.35,#N/A,117.89,50.58,45.53,106.41,104.01
6/17/1986,117.01,135.39,173.92,129.66,106.09,157.59,34.66,45.82,117.01,0.25,117.59,16.61,117.61,85.25,#N/A,#N/A,87.67,135.39,#N/A,117.01,49.12,45.82,106.09,103.72
6/18/1986,117.84,136.64,175.08,130.67,106.87,158.65,35,46.17,117.84,0.25,117.82,16.73,117.86,85.9,#N/A,#N/A,88.34,136.64,#N/A,117.84,47.61,46.17,106.87,104.74
6/19/1986,117.86,136.24,174.4,130.38,107.03,157.78,35,46.08,117.86,0.25,117.88,16.7,117.88,85.74,#N/A,#N/A,88.18,136.24,#N/A,117.86,47.57,46.08,107.03,104.22
6/20/1986,118.02,137.11,178.83,130.9,108.77,161.7,35.75,47.16,118.02,0.26,120.55,17.09,120.55,87.74,#N/A,#N/A,90.24,137.11,#N/A,118.02,50.26,47.16,108.77,106.8
6/23/1986,118.5,137.93,176.29,131.44,107.21,159.45,34.94,45.97,118.5,0.25,117.41,16.72,117.41,85.22,#N/A,#N/A,87.17,137.93,#N/A,118.5,51.06,45.97,107.21,105.44
6/24/1986,118.83,136.54,175.52,130.33,106.87,157.69,34.85,45.59,118.83,0.25,118.43,16.58,118.41,84.51,#N/A,#N/A,86.44,136.54,#N/A,118.83,51.86,45.59,106.87,106.83
6/25/1986,119.58,137.15,175.9,131.15,108.06,158.23,35.19,45.87,119.58,0.25,119.86,16.69,119.83,85.03,#N/A,#N/A,86.98,137.15,#N/A,119.58,51.62,45.87,108.06,110.19
6/26/1986,119.84,137.84,176.37,131.22,108.69,158.77,35.15,45.9,119.84,0.25,119.6,16.7,119.6,85.09,#N/A,#N/A,87.03,137.84,#N/A,119.84,51.09,45.9,108.69,109.85
6/27/1986,119.7,136.6,175.74,130.21,108.15,157.73,35.12,45.6,119.7,0.25,119.61,16.59,119.56,84.53,#N/A,#N/A,86.46,136.6,#N/A,119.7,50.84,45.6,108.15,109.3
6/30/1986,120.48,137.16,174.77,130.81,108.77,157.52,34.97,46.24,120.48,0.26,119.71,17.18,120.56,86.55,#N/A,#N/A,88.8,137.16,#N/A,120.48,51.04,46.24,108.77,109.94
7/1/1986,119.91,135.08,172.83,128.71,107.6,154.72,34.67,45.5,119.91,0.25,119.64,16.9,119.56,85.16,#N/A,#N/A,87.38,135.08,#N/A,119.91,50.69,45.5,107.6,111.43
7/2/1986,118.94,134.64,172.36,128.75,106.73,154.48,34.68,45.51,118.94,0.25,119.2,16.91,119.2,85.19,#N/A,#N/A,87.41,134.64,#N/A,118.94,51.24,45.51,106.73,113.43
7/3/1986,119.48,134.5,170.16,128.58,106.69,153.05,34.48,45.25,119.48,0.25,118.86,16.81,118.85,84.69,#N/A,#N/A,86.9,134.5,#N/A,119.48,50.97,45.25,106.69,114.99
7/4/1986,119.46,134.59,169.27,129.31,107.08,152.82,34.68,45.51,119.46,0.25,119.36,16.91,119.37,85.19,#N/A,#N/A,87.41,134.59,#N/A,119.46,51.78,45.51,107.08,113.28
7/7/1986,119.82,135.35,170.79,129.92,107.56,155.33,34.72,46.4,119.82,0.26,120.3,17.09,120.32,85.95,#N/A,#N/A,88.51,135.35,#N/A,119.82,51.76,46.4,107.56,115.58
7/8/1986,120.87,136.47,172.37,131.39,108.7,156.08,35.26,46.93,120.87,0.26,121.82,17.28,121.84,86.92,#N/A,#N/A,89.51,136.47,#N/A,120.87,52.64,46.93,108.7,119.68
7/9/1986,120.95,136.78,172.51,131.87,108.73,157.25,35.39,47.11,120.95,0.26,121.01,17.35,120.99,87.26,#N/A,#N/A,89.85,136.78,#N/A,120.95,52.66,47.11,108.73,116.92
7/10/1986,120.5,135.81,171.35,132.2,108.04,155.91,35.55,47.22,120.5,0.26,120.52,17.39,120.4,87.47,#N/A,#N/A,90.08,135.81,#N/A,120.5,52.41,47.22,108.04,116.88
7/11/1986,120.95,136.95,172.95,133.71,108.62,157.4,35.75,47.76,120.95,0.26,121.25,17.59,121.24,88.47,#N/A,#N/A,91.11,136.95,#N/A,120.95,53.2,47.76,108.62,116.55
7/14/1986,120.14,134.35,168.82,133.41,106.58,153.82,35.34,53.75,120.14,0.26,118.68,16.92,118.67,85.64,#N/A,#N/A,88.44,134.35,#N/A,120.14,52.71,53.75,106.58,113.35
