Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
11/7/2002,110.93,129.24,119.28,116.83,112.13,117.19,126.05,110.9,110.93,572.14,110.91,128.44,110.93,131.93,122.73,151.11,112.3,129.24,163.76,110.93,184.25,110.9,112.13,120.09
11/8/2002,111.78,129.6,118.76,117.03,113.85,117.58,126.89,111.76,111.78,571.48,111.76,129.26,111.78,132.28,123.65,152.27,112.23,129.6,165.02,111.78,185.57,111.76,113.85,120.99
11/11/2002,111.43,129.46,117.92,116.73,113.79,117.46,126.47,111.41,111.43,573.59,111.41,128.21,111.43,131.76,123.25,151.38,111.01,129.46,164.64,111.43,185.92,111.41,113.79,121.93
11/12/2002,111.8,129.97,118.64,117.15,114.47,117.84,126.93,111.77,111.8,581.58,111.77,127.62,111.8,132.81,123.66,152.04,112.12,129.97,165.2,111.8,186.53,111.77,114.47,122.13
11/13/2002,112.58,131.07,119.86,118.05,115.69,118.97,127.87,112.56,112.58,581.09,112.56,128.11,112.62,134.11,124.56,153.02,112.51,131.07,166.33,112.58,188.16,112.56,115.69,123.34
11/14/2002,110.7,129.44,118.17,116.53,113.6,117.7,125.66,110.68,110.7,566.67,110.69,125.64,110.7,132.09,122.5,150.39,111.58,129.44,163.54,110.7,182.27,110.68,113.6,120.59
11/15/2002,110.88,129.36,118.43,116.84,114.09,117.57,125.7,110.85,110.88,562.99,110.86,125.9,110.88,132.79,122.71,150.63,111.43,129.36,163.8,110.88,181.59,110.85,114.09,120.99
11/18/2002,110.75,128.94,118.92,116.54,114.43,117.34,125.57,110.73,110.75,553.84,110.73,125.31,110.76,132.24,122.58,150.46,111.39,128.94,163.62,110.75,180.06,110.73,114.43,120.63
11/19/2002,111.08,128.89,119.74,116.28,114.56,117.3,125.94,111.06,111.08,560.7,111.06,125.29,111.09,132.64,122.95,150.91,111.64,128.89,164.11,111.08,180.9,111.06,114.56,121.44
11/20/2002,110.79,129.61,120.34,116.98,114.25,117.98,125.66,110.76,110.79,558.33,110.77,124.97,110.79,132.59,122.61,150.51,112.08,129.61,163.67,110.79,182.16,110.76,114.25,121.59
11/21/2002,110.37,129.53,120.1,116.32,113.41,117.96,125.08,110.35,110.37,553.43,110.36,125.23,110.37,131.94,122.18,149.94,111.38,129.53,163.06,110.37,180.66,110.35,113.41,120.44
11/22/2002,110.39,129.75,120.03,116.14,113.59,118.47,125.13,110.37,110.39,553,110.37,124.76,110.4,131.78,122.2,149.96,111.26,129.75,163.17,110.39,177.89,110.37,113.59,119.99
11/25/2002,110.3,130.53,119.73,117.18,112.95,119.27,125.05,110.28,110.3,545.22,110.28,124.52,110.31,131.8,122.13,149.85,111.22,130.53,163.08,110.3,174.38,110.28,112.95,121.1
11/26/2002,110.32,130.49,119.11,117.59,112.92,119.17,125.1,110.29,110.32,545.65,110.3,124.82,110.32,131.72,122.16,149.87,110.65,130.49,163.09,110.32,172.62,110.29,112.92,120.62
11/27/2002,110.44,131.04,119.27,119.01,113.32,119.83,125.32,110.42,110.44,547.64,110.42,124.68,110.44,131.89,122.29,150.03,110.91,131.04,163.24,110.44,173.54,110.42,113.32,121.91
11/28/2002,110.35,130.24,119.46,118.24,112.96,119.11,125.35,110.33,110.35,543.9,110.33,124.69,110.36,131.74,122.16,149.92,110.84,130.24,163.19,110.35,174.51,110.33,112.96,120.58
11/29/2002,110.86,130.86,120.41,118.54,113.07,119.73,126.02,110.84,110.86,540.93,110.83,125.19,110.86,132.7,122.75,150.6,111.43,130.86,163.86,110.86,174.63,110.84,113.07,121.13
12/2/2002,109.95,129.87,121.31,117.63,111.61,118.8,124.89,109.93,109.95,531.12,109.93,124.17,109.96,132.23,121.8,149.37,111.46,129.87,162.52,109.95,173.26,109.93,111.61,120.38
12/3/2002,111.08,130.8,122.53,117.94,112.63,119.38,126.07,111.06,111.08,540.45,111.06,125.48,111.09,133.34,123.1,150.91,112.46,130.8,164.19,111.08,174.92,111.06,112.63,121.81
12/4/2002,111.92,131.43,123.78,118.48,113.48,120.03,126.89,111.9,111.92,549.65,111.9,126.56,111.92,134.62,124.03,152.04,113.22,131.43,165.42,111.92,174.23,111.9,113.48,122.52
12/5/2002,112.04,131.49,124.4,118.67,113.83,120.06,127.22,112.01,112.04,551.32,112.02,126.7,112.04,135.1,124.12,152.21,114.27,131.49,165.6,112.04,173.84,112.01,113.83,122.44
12/6/2002,113.19,131.87,124.21,119.59,115.38,120.34,128.43,113.16,113.19,559.83,113.17,127.99,113.19,135.74,125.43,153.76,114.88,131.87,167.36,113.19,176.71,113.16,115.38,123.71
12/9/2002,112.96,131.66,123.62,119.24,114.84,120.21,128.1,112.94,112.96,560.68,112.94,127.56,112.96,134.75,125.14,153.62,113.91,131.66,167.02,112.96,175.1,112.94,114.84,122.94
12/10/2002,112.27,130.61,122.96,118.85,113.96,119.3,127.31,112.24,112.27,553.14,112.24,126.78,112.27,134.05,124.35,152.51,113.65,130.61,166,112.27,171.47,112.24,113.96,122.71
12/11/2002,112.67,131.16,123.21,118.95,114.14,119.88,127.65,112.64,112.67,558.15,112.64,125.92,112.67,134.48,124.84,153.06,113.64,131.16,166.59,112.67,170.19,112.64,114.14,123.23
12/12/2002,113.41,131.12,123.8,119.62,114.81,120.11,128.55,113.39,113.41,559.96,113.39,126.5,113.42,135.29,125.7,154.07,114.31,131.12,167.7,113.41,172.06,113.39,114.81,123.11
12/13/2002,115.43,132.64,123.39,120.82,117.31,121.34,130.78,115.4,115.43,561.95,115.41,128.86,115.43,137.49,127.9,156.81,116.2,132.64,170.68,115.43,171.69,115.4,117.31,125.27
12/16/2002,115.71,133.23,124.3,121.21,117.72,121.88,131.04,115.68,115.71,569.36,115.69,128.29,115.71,137.5,128.21,157.19,115.78,133.23,171.03,115.71,171.75,115.68,117.72,125.57
12/17/2002,117.79,134.36,125.98,122.61,119.03,122.58,133.35,117.77,117.79,592.13,117.77,131.57,117.79,139.53,130.51,160.02,117.14,134.36,174.17,117.79,180.66,117.77,119.03,127.32
12/18/2002,117.44,134.26,126.06,122.06,118.89,122.07,132.93,117.42,117.44,603.95,117.42,131.33,117.44,139.11,130.12,159.55,117.35,134.26,173.66,117.44,178.85,117.42,118.89,127.62
12/19/2002,119.87,137.28,128.14,124.53,120.95,124.49,135.57,119.85,119.87,621.8,119.85,134.12,119.88,141.85,132.86,162.85,119.78,137.28,177.25,119.87,183.22,119.85,120.95,130.19
12/20/2002,118.69,135.73,126.84,123.15,120.14,123.07,134.01,118.67,118.69,616.99,118.67,132.7,118.69,140.71,131.55,161.25,118.84,135.73,175.25,118.69,179.47,118.67,120.14,129.76
12/23/2002,119.51,136.68,127.33,124.86,120.53,123.4,135.04,119.49,119.51,627.2,119.48,133.49,119.51,141.42,132.46,162.36,119.42,136.68,176.3,119.51,179.48,119.49,120.53,130.39
12/24/2002,119.51,136.11,127.29,124.53,120.5,122.54,134.96,119.49,119.51,635.82,119.49,133.64,119.51,141.14,132.42,162.36,119.33,136.11,176.41,119.51,181.04,119.49,120.5,130.23
12/25/2002,119.51,136.11,127.29,124.53,120.5,122.54,134.96,119.49,119.51,635.82,119.49,133.64,119.51,141.14,132.42,162.36,119.33,136.11,176.41,119.51,181.04,119.49,120.5,130.23
12/26/2002,119.51,135.77,127.42,124.56,120.78,122.35,134.99,119.49,119.51,629,119.48,133.64,119.51,141.6,132.47,162.36,119.25,135.77,176.39,119.51,179.6,119.49,120.78,130.23
12/27/2002,121.37,136.96,129.12,126.09,124.07,123.55,136.97,121.34,121.37,636.86,121.35,136.14,121.37,144.63,134.53,164.88,120.89,136.96,179.24,121.37,180.33,121.34,124.07,132.73
12/30/2002,120.64,135.53,126.76,125.13,124.05,122.32,136.01,120.62,120.64,626.91,120.62,135.81,120.64,143.73,133.76,163.45,120.1,135.53,178.75,120.64,176.99,120.62,124.05,131.35
12/31/2002,120.64,135,126.92,124.68,124.08,121.45,136.12,120.61,120.64,634.94,120.62,135.81,120.64,143.1,133.73,163.8,118.99,135,178.86,120.64,175.96,120.61,124.08,131.42
1/1/2003,120.64,135,126.92,124.68,124.08,121.45,136.12,120.61,120.64,634.94,120.62,135.81,120.64,143.1,133.73,163.8,118.99,135,178.86,120.64,175.96,120.61,124.08,131.42
1/2/2003,119.46,135.25,126.87,124.39,122.37,121.87,134.93,119.43,119.46,629.67,119.43,134.03,119.46,141.81,132.45,162.02,118.5,135.25,177.11,119.46,172.91,119.43,122.37,130.22
1/3/2003,119.7,134.94,127.11,124.26,122.03,121.75,135.15,119.67,119.7,625.24,119.68,134.42,119.7,141.74,132.74,162.7,119.15,134.94,177.05,119.7,171.66,119.67,122.03,129.96
1/6/2003,122.22,136.94,128.69,126.23,124.08,123.68,137.93,122.19,122.22,644.04,122.2,137.36,122.23,143.85,135.58,165.41,120.83,136.94,180.79,122.22,176.09,122.19,124.08,130.09
1/7/2003,121.26,136.53,129.08,125.57,123.26,123.3,136.91,121.23,121.26,652.46,121.24,136.14,121.27,142.94,134.44,164.12,119.66,136.53,179.38,121.26,176.37,121.23,123.26,129.18
1/8/2003,121.53,137.35,129.16,126.41,123.71,124.33,137.19,121.49,121.53,643.44,121.5,136.51,121.53,143.03,134.74,165.1,119.97,137.35,179.81,121.53,177.91,121.49,123.71,129.98
1/9/2003,122.45,137.22,129.69,126.83,124.1,124.17,138.04,122.41,122.45,650.47,122.43,137.58,122.45,144,135.8,165.89,120.01,137.22,181.19,122.45,178.48,122.41,124.1,130.17
1/10/2003,122.65,136.76,129.99,126.91,123.6,123.93,138.4,122.62,122.65,649.54,122.63,137.58,122.66,144.43,136.03,166.18,120.26,136.76,181.22,122.65,177.33,122.62,123.6,129.25
1/13/2003,122.5,136.31,129.18,126.95,122.94,123.46,138.1,122.47,122.5,644.53,122.48,136.83,122.5,144.19,135.93,164.89,120.03,136.31,180.99,122.5,180.23,122.47,122.94,129
1/14/2003,122.69,136.05,128.38,126.81,123.04,123.39,138.29,122.66,122.69,651.76,122.66,136.93,122.69,143.81,136.12,166.22,119.78,136.05,181.23,122.69,183.97,122.66,123.04,128.76
1/15/2003,121.96,135.25,127.44,126.43,122.09,122.67,137.53,121.93,121.96,646.73,121.94,136,121.96,143.17,135.31,164.16,118.97,135.25,180.1,121.96,182.05,121.93,122.09,127.84
1/16/2003,122.41,135.92,127.94,126.79,122.4,123.24,138.01,122.38,122.41,644.27,122.39,136.42,122.41,143.85,135.9,166.3,119.46,135.92,180.64,122.41,182.59,122.38,122.4,127.94
1/17/2003,124.04,136.69,129.64,127.58,123.82,123.67,139.85,124.02,124.04,659.06,124.02,138.4,124.05,145.84,137.72,168.52,121.05,136.69,183.17,124.04,186.08,124.02,123.82,128.72
1/20/2003,123.64,136.07,129.55,127.93,123.47,123.23,139.43,123.62,123.64,653.8,123.62,138.03,123.65,145.58,137.23,167.52,120.75,136.07,182.54,123.64,186.28,123.62,123.47,128.48
1/21/2003,122.93,135.18,129.25,127.09,122.59,122.49,138.62,122.9,122.93,649.94,122.91,137.31,122.94,144.82,136.44,166.55,120.33,135.18,181.51,122.93,188.8,122.9,122.59,128.37
1/22/2003,124.57,136.64,130.8,128.45,124.32,123.9,140.35,124.54,124.57,660.55,124.54,138.75,124.57,146.54,138.33,169.13,121.9,136.64,183.87,124.57,190.04,124.54,124.32,130.5
1/23/2003,126.72,138.32,132.3,129.92,125.79,125.5,142.74,126.69,126.72,668.76,126.69,141.65,126.72,148.78,140.69,172.06,123.89,138.32,187.01,126.72,188.08,126.69,125.79,131.66
1/24/2003,127.17,138.1,132.97,129.75,126,125.61,143.19,127.14,127.17,672.35,127.14,142.25,127.18,149.34,141.19,172.67,123.82,138.1,187.69,127.17,189.48,127.14,126,131.79
1/27/2003,128.04,138.87,134.98,130.47,127.01,126.46,144.26,128.01,128.04,674.69,128.01,143.22,128.04,150.45,142.15,172.35,124.65,138.87,188.92,128.04,190.83,128.01,127.01,133.19
1/28/2003,128.01,138.71,134.58,129.88,127.81,126.26,144.19,127.97,128.01,674.12,127.98,142.58,128.01,150.5,142.15,172.3,125.24,138.71,188.85,128.01,190.77,127.97,127.81,133.54
1/29/2003,128.53,138.9,134.53,129.82,127.62,126.4,144.51,128.49,128.53,671.57,128.5,143.08,128.53,150.97,142.73,202.02,125.07,138.9,189.78,128.53,187.87,128.49,127.62,133.42
1/30/2003,127.73,139.47,134.93,129.02,127.2,127.05,143.67,127.69,127.73,664.35,127.7,142.51,127.73,150.33,141.87,200.77,124.29,139.47,188.66,127.73,187.59,127.69,127.2,133.45
1/31/2003,127.69,139.68,135.78,129.25,127.33,127.14,143.64,127.66,127.69,668.22,127.66,142.47,127.69,150.31,141.83,199.96,123.6,139.68,188.72,127.69,185.23,127.66,127.33,133.62
2/3/2003,128.39,140.44,137.31,130.31,126.98,127.81,144.26,128.36,128.39,666.57,128.36,143.34,128.46,151.27,142.6,205.94,125.84,140.44,189.68,128.39,186.27,128.36,126.98,135.01
2/4/2003,130.84,141.37,139.11,132.18,129.04,128.61,147.07,130.81,130.84,682.19,130.81,145.98,130.84,153.72,145.32,211.03,128.06,141.37,193.25,130.84,185.04,130.81,129.04,135.89
2/5/2003,132.77,143.94,141.06,134.25,131.21,130.88,149.17,132.73,132.77,692.66,132.74,148.08,132.77,156.26,147.46,214.72,129.65,143.94,196.07,132.77,190.14,132.73,131.21,137.82
2/6/2003,130.58,141.55,138.66,132.52,129.21,128.68,146.72,130.55,130.58,678.35,130.55,145.67,130.58,153.72,145.04,211.18,127.78,141.55,192.9,130.58,184.9,130.55,129.21,135.59
2/7/2003,129.69,140.74,138.11,132.22,128.51,127.98,145.48,129.66,129.69,672.2,129.66,144.67,129.69,153.14,144.06,209.94,127.71,140.74,191.57,129.69,185.41,129.66,128.51,134.54
2/10/2003,128.74,140.35,138.13,131.48,128.22,127.6,144.53,128.71,128.74,674.49,128.7,143.55,128.74,152.85,143,207.45,127.65,140.35,189.99,128.74,185.19,128.71,128.22,133.39
2/11/2003,126.48,138.65,136.13,130.11,126.04,126.09,142.05,126.46,126.48,662.66,126.45,142.62,126.48,149.92,140.49,203.81,127.19,138.65,186.36,126.48,180.55,126.46,126.04,131.85
2/12/2003,123.8,135.43,133.09,127.44,123.2,123.21,139.46,123.78,123.8,648.64,123.77,139.61,123.8,146.6,137.57,199.5,123.47,135.43,181.73,123.8,175.78,123.78,123.2,128.49
2/13/2003,122.59,132.93,131.14,125.79,121.29,121.01,137.94,122.56,122.59,642.27,122.55,137.93,122.59,145.26,136.22,197.54,122.63,132.93,179.97,122.59,174.1,122.56,121.29,126.33
2/14/2003,123.09,133.91,131.6,126.99,121.8,122.05,138.65,123.06,123.09,644.91,123.06,138.11,123.09,145.94,136.77,198.35,123.2,133.91,180.7,123.09,174.45,123.06,121.8,127.62
2/17/2003,120.57,131.88,128.65,125.36,119.4,120.28,135.56,120.55,120.57,625.21,120.55,135.05,120.58,143.17,133.94,194.56,121.05,131.88,176.58,120.57,171.94,120.55,119.4,125.22
2/18/2003,119.56,131.36,126.25,124.96,118.17,119.84,134.2,119.54,119.56,616.48,119.53,133.51,119.56,141.4,132.83,193.72,119.33,131.36,175.04,119.56,170.59,119.54,118.17,123.97
2/19/2003,120.22,131.44,126.56,125.42,118.47,119.85,134.97,120.2,120.22,623.6,120.19,134.29,120.22,142.34,133.54,194.26,119.89,131.44,176.11,120.22,170.07,120.2,118.47,124.23
2/20/2003,122.15,132.57,128.25,127.5,119.69,120.76,137.11,122.13,122.15,630.7,122.12,135.9,122.15,144.19,135.66,197.55,121.51,132.57,178.62,122.15,168.19,122.13,119.69,125.25
2/21/2003,122.41,132.96,128.77,127.91,119.92,121,137.4,122.39,122.41,629.91,122.39,137.28,122.41,144.39,135.95,197.98,121.33,132.96,179.2,122.41,167.66,122.39,119.92,125.52
2/24/2003,123.42,134.58,128.81,129.51,120.06,122.48,138.65,123.4,123.42,632.36,123.39,138.09,123.42,145.48,137.07,199.61,122.36,134.58,180.66,123.42,170.7,123.4,120.06,125.34
2/25/2003,124.25,135.71,129.25,131.52,120.86,122.98,139.51,124.23,124.25,638.8,124.22,138.91,124.25,146.02,137.99,202.41,122.39,135.71,182.37,124.25,171.1,124.23,120.86,126.14
2/26/2003,122.27,133.05,126.96,128.53,119.05,120.63,137.24,122.26,122.27,626.48,122.24,136.69,122.27,143.78,135.8,198.11,120.86,133.05,179.17,122.27,165.29,122.26,119.05,123.7
2/27/2003,122.05,133.36,127.35,128.62,118.74,121.04,136.91,122.02,122.05,619.31,122.02,136.59,122.05,143.29,135.51,199.71,120.46,133.36,178.77,122.05,165.87,122.02,118.74,123.6
2/28/2003,120.73,131.54,126.53,127.52,117.1,119.19,135.41,120.71,120.73,611.1,120.7,134.9,120.73,142.16,134.08,197.38,119.84,131.54,176.92,120.73,165.51,120.71,117.1,122.02
3/3/2003,120.05,129.98,125.47,126.37,116.07,117.61,134.64,120.03,120.05,630.98,120.02,134.15,120.05,141.01,133.32,196.8,119.23,129.98,176,120.05,163.1,120.03,116.07,119.95
3/4/2003,122.79,132.22,128.27,129.18,118.2,119.56,137.7,122.77,122.79,633.05,122.77,136.77,122.79,144.14,136.4,201.3,121.83,132.22,179.97,122.79,167.27,122.77,118.2,122.55
3/5/2003,122.98,131.55,127.73,127.84,117.75,118.97,137.84,122.97,122.98,625.65,122.96,136.83,122.97,143.89,136.59,201.97,122.64,131.55,180.26,122.98,164.58,122.97,117.75,122.31
3/6/2003,123.25,131.82,128.16,127.97,118.18,119.71,138.1,123.22,123.25,632.05,123.23,137.45,123.25,144.51,136.89,204.57,124.08,131.82,180.64,123.25,168.18,123.22,118.18,122.82
3/7/2003,121.87,129.63,125.85,126.36,116.29,118.02,136.65,121.85,121.87,626.75,121.84,136.21,121.86,142.52,135.37,202.29,123.52,129.63,178.43,121.87,164.34,121.85,116.29,121.61
3/10/2003,123.16,130.81,127.3,128.14,117.5,118.89,138.09,123.13,123.16,630.05,123.13,137.61,123.17,143.83,136.81,205.32,126.87,130.81,180.32,123.16,164.97,123.13,117.5,122.6
3/11/2003,121.16,128.68,125.56,125.51,116.12,117.02,135.88,121.13,121.16,621.92,121.13,135.37,121.16,141.52,134.61,203.06,123.93,128.68,177,121.16,162.97,121.13,116.12,122.83
3/12/2003,120.26,128.12,124.94,124.11,115.54,116.58,134.9,120.23,120.26,617.87,120.23,134.51,120.27,141.34,133.58,201.9,124.39,128.12,175.24,120.26,163.89,120.23,115.54,124.13
3/13/2003,116.23,125.41,121.88,120.35,112.26,114.06,130.32,116.2,116.23,606.38,116.2,130.19,116.23,136.79,129.11,193.77,120.43,125.41,169.23,116.23,160.87,116.2,112.26,119.94
3/14/2003,116.47,127.07,122.39,122.15,112.58,115.57,130.59,116.44,116.47,603.95,116.44,130.64,116.47,137.02,129.44,194.17,120.23,127.07,169.66,116.47,162.66,116.44,112.58,119.85
3/17/2003,118.4,130.05,124.15,124.93,113.86,118.34,132.78,118.37,118.4,649.99,118.37,133.59,118.4,139.35,131.59,198.6,122.84,130.05,172.49,118.4,165.44,118.37,113.86,122.04
3/18/2003,117.72,130.01,124.02,125.23,113.42,118.58,132.02,117.7,117.72,616.04,117.69,133.86,117.72,139.07,130.82,196.95,122.74,130.01,171.62,117.72,163.81,117.7,113.42,121.86
3/19/2003,116.68,129.38,123.74,124.18,112.6,118.04,130.83,116.65,116.68,635.74,116.65,133.37,116.69,137.98,129.72,195.21,121.95,129.38,169.93,116.68,161.5,116.65,112.6,120.75
3/20/2003,116.68,129.05,124.3,124.01,112.36,117.74,131.08,116.65,116.68,633.15,116.65,132.38,116.68,137.97,129.75,195.72,120.75,129.05,169.93,116.68,161.42,116.65,112.36,120.67
3/21/2003,115.88,129.07,124.78,123.3,112.42,118.06,129.93,115.86,115.88,638,115.85,130.78,115.88,137.29,128.87,194.38,120.23,129.07,168.77,115.88,161.62,115.86,112.42,120.28
3/24/2003,114.47,126.1,122.23,120.85,110.33,115.26,128.37,114.45,114.47,641.68,114.44,128.87,114.48,135.14,127.3,191.85,119.07,126.1,166.7,114.47,158.26,114.45,110.33,118.06
3/25/2003,115.32,126.67,122.55,122.07,110.86,115.65,129.2,115.3,115.32,633.84,115.3,129.18,115.33,135.94,128.26,193.61,119.81,126.67,167.91,115.32,157.37,115.3,110.86,118.42
3/26/2003,114.65,126.1,122.04,121.21,109.88,115.4,128.39,114.62,114.65,623.39,114.62,128.56,114.65,135.27,127.5,193.65,118.62,126.1,166.93,114.65,154.78,114.62,109.88,117.69
3/27/2003,115.62,126.66,122.67,122.42,110.41,116.1,129.34,115.59,115.62,628.5,115.59,129.43,115.62,136.4,128.63,194.79,119.89,126.66,168.38,115.62,156.05,115.59,110.41,118.06
3/28/2003,114.92,125.5,122.38,121.95,109.76,114.88,128.62,114.9,114.92,621.42,114.9,128.84,114.93,135.94,127.8,193.62,119.97,125.5,167.33,114.92,156.2,114.9,109.76,117.55
3/31/2003,116.35,125.21,122.31,122.47,111.42,114.48,129.94,116.33,116.35,632.83,116.32,130.27,116.35,137.32,129.42,196.61,121.37,125.21,169.41,116.35,155.67,116.33,111.42,118.1
4/1/2003,116.17,125.14,121.82,122.83,111.25,114.56,129.72,116.15,116.17,622.31,116.15,129.84,116.18,137.05,129.21,196.75,121.4,125.14,168.65,116.17,155.25,116.15,111.25,118.1
4/2/2003,114.42,124.52,120.75,121.31,110.14,114.52,127.49,114.39,114.42,610.73,114.4,127.86,114.43,135.25,127.23,193.36,119.39,124.52,166.1,114.42,154.92,114.39,110.14,116.9
4/3/2003,112.47,123.02,119.15,119.18,107.94,113.17,125.45,112.45,112.47,594.38,112.45,125.84,112.48,133.17,125.11,190.07,117.38,123.02,163.29,112.47,151.58,112.45,107.94,115.19
4/4/2003,112.51,123.48,119.77,119.91,107.99,113.76,125.49,112.48,112.51,592.33,112.48,125.85,112.51,133.35,125.14,190.13,117.7,123.48,163.29,112.51,152.31,112.48,107.99,114.95
4/7/2003,111.15,122.81,118.62,119.33,107.33,113.15,124.03,111.13,111.15,580.09,111.13,124.21,111.16,132.05,123.67,189.22,116.25,122.81,161.31,111.15,151.77,111.13,107.33,114.18
4/8/2003,112.37,123.69,119.6,120.65,107.69,113.92,125.36,112.35,112.37,585.9,112.35,125.48,112.37,133.17,125.05,189.64,117.13,123.69,163.09,112.37,153.34,112.35,107.69,114.98
4/9/2003,111.66,122.63,119.3,119.52,106.69,113.09,124.71,111.64,111.66,580.77,111.63,124.5,111.66,132.31,124.25,190.24,116.05,122.63,162.07,111.66,149.71,111.64,106.69,113.77
4/10/2003,112.79,122.39,119.35,119.36,106.91,113.37,125.76,112.76,112.79,592,112.76,125.6,112.79,132.98,125.5,193.32,115.34,122.39,163.68,112.79,149.02,112.76,106.91,114
4/11/2003,112.86,123.23,120.45,119.53,106.84,114.42,125.69,112.83,112.86,589.69,112.83,126.02,112.86,133.51,125.58,194.44,115.39,123.23,163.8,112.86,148.98,112.83,106.84,114.45
4/14/2003,113.26,123.26,120.68,119.66,107.06,114.34,126.19,113.24,113.26,583.52,113.23,126.14,113.26,133.69,126.04,195.13,115.28,123.26,164,113.26,150.14,113.24,107.06,115.03
4/15/2003,113.08,123.08,120.52,119.76,106.92,114.56,125.96,113.06,113.08,581.19,113.06,125.78,113.09,133.58,125.86,194.16,114.49,123.08,163.67,113.08,147.61,113.06,106.92,114.59
4/16/2003,112.61,121.87,120.12,118.89,106.36,113.4,125.55,112.59,112.61,576.63,112.59,124.76,112.62,132.87,125.33,194.68,113.78,121.87,162.99,112.61,147.41,112.59,106.36,112.87
4/17/2003,113.62,122.37,120.25,119.73,107.31,113.85,126.61,113.6,113.62,580.71,113.6,124.7,113.62,133.66,126.44,197.59,113.95,122.37,164.48,113.62,146.93,113.6,107.31,113.28
4/18/2003,113.62,122.37,120.25,119.73,107.31,113.85,126.61,113.6,113.62,580.71,113.6,124.7,113.62,133.66,126.44,197.59,113.95,122.37,164.48,113.62,146.93,113.6,107.31,113.28
4/21/2003,113.62,122.9,121.44,120.88,107.54,114.97,126.62,113.59,113.62,575.49,113.6,124.05,113.62,133.51,126.46,197.09,114.23,122.9,163.98,113.62,147.46,113.59,107.54,113.55
4/22/2003,116.37,124.68,123.56,122.76,109.62,116.28,129.63,116.34,116.37,590.5,116.34,127.93,116.37,136.77,129.52,201.85,118.02,124.68,167.96,116.37,149.63,116.34,109.62,114.95
4/23/2003,115.81,124.28,123.64,121.82,109.63,116.13,129.01,115.79,115.81,593,115.78,127.17,115.81,136.37,128.93,200.71,117.39,124.28,167.14,115.81,148.63,115.79,109.63,114.96
4/24/2003,115.95,123.57,123.36,121.05,110.04,115.22,129.15,115.92,115.95,587.28,115.92,127.29,115.95,136.58,129.1,201.12,117.68,123.57,167.33,115.95,143.71,115.92,110.04,114.94
4/25/2003,115.79,123.41,123.62,121.11,109.64,114.99,129.03,115.77,115.79,586.67,115.76,127.3,115.79,137.16,128.9,200.85,119.2,123.41,167.15,115.79,142.36,115.77,109.64,115.27
4/28/2003,115.57,123.41,123.22,120.91,109.03,115.22,128.85,115.54,115.57,582.05,115.54,127.02,115.57,136.54,128.66,200.46,117.51,123.41,166.77,115.57,140.9,115.54,109.03,114.59
4/29/2003,115.15,122.7,122.61,120.45,108.44,114.65,128.36,115.12,115.15,581.57,115.12,126.12,115.15,136.03,128.17,201.09,116.64,122.7,166.19,115.15,140.3,115.12,108.44,113.95
4/30/2003,117.01,123.12,123.71,121.81,109.28,115.54,130.36,116.98,117.01,580.96,116.98,127.66,117.01,138.05,130.24,203.65,118.22,123.12,168.93,117.01,144.73,116.98,109.28,114.74
5/1/2003,118.55,123.61,124.37,122.44,109.46,115.71,132.04,118.53,118.55,582.53,118.53,129.37,118.56,139.65,131.96,206.34,119.81,123.61,171.16,118.55,146.56,118.53,109.46,115.12
5/2/2003,118.31,123.82,124.7,122.78,109.62,115.93,131.78,118.29,118.31,579.25,118.28,128.89,118.31,139.28,131.71,205.92,119.3,123.82,170.81,118.31,150.76,118.29,109.62,115.17
5/5/2003,118.31,123.18,124.41,122.55,108.79,115.69,131.55,118.29,118.31,572.99,118.28,127.72,118.31,138.96,131.72,206.61,119.28,123.18,170.8,118.31,145.61,118.29,108.79,114.41
5/6/2003,119.13,123.33,124.56,122.75,109.17,115.75,132.4,119.1,119.13,584.12,119.1,128.87,119.13,139.68,132.64,208.39,119.27,123.33,171.99,119.13,148.85,119.1,109.17,114.65
5/7/2003,118.78,122.84,122.49,124.17,108.44,114.77,132.09,118.75,118.78,576.58,118.75,127.04,118.78,138.85,132.25,207.43,118.41,122.84,171.41,118.78,147.72,118.75,108.44,114.66
5/8/2003,120.38,123.44,124.47,125.17,109.29,115.31,133.84,120.35,120.38,579.9,120.35,129.39,120.37,140.87,134.02,210.22,120.01,123.44,173.7,120.38,148.48,120.35,109.29,114.71
5/9/2003,120.88,123.56,125.61,125.52,109.44,115.47,134.21,120.85,120.88,576.05,120.85,130.16,120.88,141.56,134.56,211.1,120.78,123.56,174.43,120.88,148.44,120.85,109.44,115.12
5/12/2003,121.99,124.07,126.37,126.02,110.12,116.41,135.4,121.97,121.99,579.61,121.97,129.13,121.99,142.27,135.81,213.04,121.28,124.07,175.38,121.99,153.15,121.97,110.12,115.63
5/13/2003,121.75,124.15,125.87,125.96,110.3,116.6,135.11,121.72,121.75,574.4,121.73,129.14,121.75,141.97,135.51,212.62,121.45,124.15,175.01,121.75,152.47,121.72,110.3,115.55
